Date,Hour,Team ID,Units,Direct Hours,Indirect Hours,Idle Hours,Standard Hours,New Hire Share,Travel Distance
2026-04-28,14,PAK-D-2,1431,10.161,1.274,2.566,9.538,0.25,0
2026-04-28,15,PAK-D-2,1431,10.482,1.803,1.715,9.538,0.25,0
2026-04-28,16,PAK-D-2,1431,10.025,1.624,2.35,9.538,0.25,0
2026-04-28,17,PAK-D-2,1431,10.382,1.86,1.757,9.538,0.25,0
2026-04-28,20,PAK-N-1,2146,16.184,3.12,4.696,14.307,0.18,0
2026-04-28,21,PAK-N-1,2385,17.116,2.284,4.599,15.897,0.18,0
2026-04-28,22,PAK-N-1,2385,16.986,2.234,4.78,15.897,0.18,0
2026-04-28,23,PAK-N-1,2385,17.697,2.521,3.781,15.897,0.18,0
2026-04-28,0,PAK-N-1,1192,8.527,1.649,1.824,7.948,0.18,0
2026-04-28,1,PAK-N-1,2385,16.848,2.672,4.48,15.897,0.18,0
2026-04-28,2,PAK-N-1,2385,20.004,3.048,0.948,15.897,0.18,0
2026-04-28,3,PAK-N-1,2385,19.205,2.499,2.296,15.897,0.18,0
2026-04-28,4,PAK-N-1,2385,19.483,2.961,1.556,15.897,0.18,0
2026-04-28,5,PAK-N-1,2385,17.021,3.359,3.62,15.897,0.18,0
2026-04-28,8,SHP-D,3112,8.341,1.182,1.477,7.409,0.1,0
2026-04-28,9,SHP-D,3458,8.691,1.446,0.863,8.232,0.1,0
2026-04-28,10,SHP-D,3458,8.341,1.144,1.515,8.232,0.1,0
2026-04-28,11,SHP-D,3458,8.774,1.108,1.118,8.232,0.1,0
2026-04-28,12,SHP-D,1729,4.157,0.644,0.699,4.116,0.1,0
2026-04-28,13,SHP-D,3458,8.217,1.341,1.442,8.232,0.1,0
2026-04-28,14,SHP-D,3458,8.513,1.123,1.364,8.232,0.1,0
2026-04-28,15,SHP-D,3458,8.286,1.136,1.578,8.232,0.1,0
2026-04-28,16,SHP-D,3458,8.275,1.02,1.705,8.232,0.1,0
2026-04-28,17,SHP-D,3458,8.546,1.066,1.387,8.232,0.1,0
2026-04-28,20,SHP-N,2253,6.294,0.923,1.783,5.365,0.1,0
2026-04-28,21,SHP-N,2504,6.211,0.992,1.797,5.961,0.1,0
2026-04-28,22,SHP-N,2504,6.307,1.153,1.54,5.961,0.1,0
2026-04-28,23,SHP-N,2504,6.136,1.226,1.638,5.961,0.1,0
2026-04-28,0,SHP-N,1252,3.256,0.491,0.754,2.981,0.1,0
2026-04-28,1,SHP-N,2504,6.192,1.165,1.642,5.961,0.1,0
2026-04-28,2,SHP-N,2504,7.056,0.849,1.094,5.961,0.1,0
2026-04-28,3,SHP-N,2504,7.31,1.109,0.58,5.961,0.1,0
2026-04-28,4,SHP-N,2504,6.984,1.152,0.864,5.961,0.1,0
2026-04-28,5,SHP-N,2504,6.257,0.848,1.894,5.961,0.1,0
2026-04-28,8,RCV-D,3366,19.267,3.227,4.506,17.717,0.12,0
2026-04-28,9,RCV-D,3740,19.936,2.863,4.201,19.685,0.12,0
2026-04-28,10,RCV-D,3740,20.493,3.289,3.218,19.685,0.12,0
2026-04-28,11,RCV-D,3740,20.069,3.519,3.413,19.685,0.12,0
2026-04-28,12,RCV-D,1870,10.53,1.815,1.154,9.843,0.12,0
2026-04-28,13,RCV-D,3740,21.254,3.174,2.572,19.685,0.12,0
2026-04-28,14,RCV-D,3740,20.938,3.73,2.332,19.685,0.12,0
2026-04-28,15,RCV-D,3740,20.129,2.97,3.902,19.685,0.12,0
2026-04-28,16,RCV-D,3740,20.276,2.769,3.955,19.685,0.12,0
2026-04-28,17,RCV-D,3740,20.759,3.383,2.858,19.685,0.12,0
2026-04-28,20,RCV-N,1443,9.087,1.219,2.695,7.593,0.2,0
2026-04-28,21,RCV-N,1603,9.027,1.422,2.55,8.436,0.2,0
2026-04-28,22,RCV-N,1603,9.438,1.725,1.837,8.436,0.2,0
2026-04-28,23,RCV-N,1603,9.291,1.344,2.365,8.436,0.2,0
2026-04-28,0,RCV-N,801,4.786,0.621,1.093,4.218,0.2,0
2026-04-28,1,RCV-N,1603,9.245,1.465,2.29,8.436,0.2,0
2026-04-28,2,RCV-N,1603,10.302,1.188,1.51,8.436,0.2,0
2026-04-28,3,RCV-N,1603,10.838,1.737,0.425,8.436,0.2,0
2026-04-28,4,RCV-N,1603,10.61,1.242,1.149,8.436,0.2,0
2026-04-28,5,RCV-N,1603,9.471,1.785,1.744,8.436,0.2,0
2026-04-28,8,PUT-AB-D,2981,23.463,4.506,5.032,22.934,0.1,28187
2026-04-28,9,PUT-AB-D,3313,24.221,3.31,5.47,25.482,0.1,32313
2026-04-28,10,PUT-AB-D,3313,24.624,3.666,4.71,25.482,0.1,32199
2026-04-28,11,PUT-AB-D,3313,25.019,3.691,4.291,25.482,0.1,31428
2026-04-28,12,PUT-AB-D,1656,12.877,2.166,1.457,12.741,0.1,15914
2026-04-28,13,PUT-AB-D,3313,23.893,3.114,5.993,25.482,0.1,30558
2026-04-28,14,PUT-AB-D,3313,24.926,3.382,4.692,25.482,0.1,32215
2026-04-28,15,PUT-AB-D,3313,24.94,3.183,4.878,25.482,0.1,32394
2026-04-28,16,PUT-AB-D,3313,25.646,3.643,3.711,25.482,0.1,31444
2026-04-28,17,PUT-AB-D,3313,25.396,3.559,4.045,25.482,0.1,31079
2026-04-28,20,PUT-C-N,1827,20.746,3.13,5.125,14.056,0.2,46720
2026-04-28,21,PUT-C-N,2030,20.341,3.961,4.698,15.618,0.2,51337
2026-04-28,22,PUT-C-N,2030,20.522,3.2,5.278,15.618,0.2,52636
2026-04-28,23,PUT-C-N,2030,21.24,3.721,4.04,15.618,0.2,51818
2026-04-28,0,PUT-C-N,1015,10.439,1.834,2.227,7.809,0.2,26163
2026-04-28,1,PUT-C-N,2030,21.556,2.661,4.783,15.618,0.2,53153
2026-04-28,2,PUT-C-N,2030,23.3,3.46,2.239,15.618,0.2,54246
2026-04-28,3,PUT-C-N,2030,23.567,3.05,2.383,15.618,0.2,52242
2026-04-28,4,PUT-C-N,2030,23.104,2.692,3.204,15.618,0.2,52676
2026-04-28,5,PUT-C-N,2030,20.417,2.673,5.91,15.618,0.2,52135
2026-04-28,8,CNT-B-D,280,0.841,0.28,0.879,0.777,0.05,4024
2026-04-28,9,CNT-B-D,311,0.912,0.274,0.814,0.863,0.05,4244
2026-04-28,10,CNT-B-D,311,0.89,0.221,0.889,0.863,0.05,4297
2026-04-28,11,CNT-B-D,311,0.882,0.201,0.918,0.863,0.05,4344
2026-04-28,12,CNT-B-D,155,0.423,0.136,0.44,0.431,0.05,2155
2026-04-28,13,CNT-B-D,311,0.9,0.182,0.918,0.863,0.05,4248
2026-04-28,14,CNT-B-D,311,0.876,0.262,0.862,0.863,0.05,4254
2026-04-28,15,CNT-B-D,311,0.912,0.202,0.886,0.863,0.05,4340
2026-04-28,16,CNT-B-D,311,0.849,0.237,0.914,0.863,0.05,4267
2026-04-28,17,CNT-B-D,311,0.907,0.201,0.892,0.863,0.05,4475
2026-04-29,8,PCK-A-D,1287,10.844,2.202,3.954,10.724,0.1,12159
2026-04-29,9,PCK-A-D,1430,11.212,2.054,3.734,11.915,0.1,13868
2026-04-29,10,PCK-A-D,1430,11.397,1.801,3.802,11.915,0.1,13948
2026-04-29,11,PCK-A-D,1430,11.844,1.651,3.505,11.915,0.1,13710
2026-04-29,12,PCK-A-D,715,5.87,1.087,1.543,5.958,0.1,6714
2026-04-29,13,PCK-A-D,1430,11.484,2.304,3.211,11.915,0.1,13744
2026-04-29,14,PCK-A-D,1430,11.579,1.992,3.429,11.915,0.1,13536
2026-04-29,15,PCK-A-D,1430,11.82,1.689,3.492,11.915,0.1,13621
2026-04-29,16,PCK-A-D,1430,11.196,1.874,3.931,11.915,0.1,14029
2026-04-29,17,PCK-A-D,1430,11.862,1.683,3.454,11.915,0.1,13550
2026-04-29,20,PCK-A-N,990,8.791,1.46,3.75,8.249,0.15,9387
2026-04-29,21,PCK-A-N,1100,9.555,1.499,2.946,9.166,0.15,10544
2026-04-29,22,PCK-A-N,1100,9.463,1.369,3.169,9.166,0.15,10800
2026-04-29,23,PCK-A-N,1100,9.532,1.612,2.855,9.166,0.15,10758
2026-04-29,0,PCK-A-N,550,4.643,0.797,1.56,4.583,0.15,5385
2026-04-29,1,PCK-A-N,1100,9.183,1.602,3.214,9.166,0.15,10815
2026-04-29,2,PCK-A-N,1100,10.47,1.542,1.989,9.166,0.15,10556
2026-04-29,3,PCK-A-N,1100,10.845,1.342,1.813,9.166,0.15,10779
2026-04-29,4,PCK-A-N,1100,10.293,1.679,2.027,9.166,0.15,10557
2026-04-29,5,PCK-A-N,1100,9.216,1.84,2.944,9.166,0.15,10366
2026-04-29,8,PCK-B-D,841,7.583,1.097,3.32,7.012,0.12,11667
2026-04-29,9,PCK-B-D,935,8.143,1.251,2.606,7.791,0.12,13437
2026-04-29,10,PCK-B-D,935,8.14,1.555,2.305,7.791,0.12,13217
2026-04-29,11,PCK-B-D,935,7.855,1.103,3.041,7.791,0.12,13516
2026-04-29,12,PCK-B-D,467,4.173,0.795,1.032,3.895,0.12,6389
2026-04-29,13,PCK-B-D,935,8.387,1.608,2.005,7.791,0.12,13225
2026-04-29,14,PCK-B-D,935,7.833,1.6,2.567,7.791,0.12,13266
2026-04-29,15,PCK-B-D,935,8.149,1.633,2.218,7.791,0.12,13163
2026-04-29,16,PCK-B-D,935,8.391,1.295,2.314,7.791,0.12,12902
2026-04-29,17,PCK-B-D,935,8.107,1.158,2.735,7.791,0.12,13086
2026-04-29,20,PCK-B-N,643,6.489,1.231,2.28,5.362,0.2,8967
2026-04-29,21,PCK-B-N,715,6.384,1.387,2.229,5.958,0.2,10039
2026-04-29,22,PCK-B-N,715,6.556,1.244,2.2,5.958,0.2,10276
2026-04-29,23,PCK-B-N,715,6.374,1.229,2.397,5.958,0.2,10340
2026-04-29,0,PCK-B-N,357,3.305,0.491,1.203,2.979,0.2,5057
2026-04-29,1,PCK-B-N,715,6.697,1.35,1.952,5.958,0.2,10323
2026-04-29,2,PCK-B-N,715,7.684,1.286,1.03,5.958,0.2,9795
2026-04-29,3,PCK-B-N,715,7.584,1.343,1.073,5.958,0.2,9876
2026-04-29,4,PCK-B-N,715,7.167,1.386,1.446,5.958,0.2,9933
2026-04-29,5,PCK-B-N,715,6.805,1.002,2.193,5.958,0.2,9978
2026-04-29,8,PCK-C-D,693,8.031,1.656,2.313,5.774,0.1,18314
2026-04-29,9,PCK-C-D,770,8.141,1.5,2.36,6.416,0.1,20723
2026-04-29,10,PCK-C-D,770,8.21,1.324,2.466,6.416,0.1,19882
2026-04-29,11,PCK-C-D,770,8.257,1.141,2.602,6.416,0.1,20654
2026-04-29,12,PCK-C-D,385,3.902,0.641,1.457,3.208,0.1,9812
2026-04-29,13,PCK-C-D,770,7.959,1.246,2.796,6.416,0.1,20585
2026-04-29,14,PCK-C-D,770,7.958,1.314,2.728,6.416,0.1,20146
2026-04-29,15,PCK-C-D,770,8.075,1.143,2.782,6.416,0.1,20197
2026-04-29,16,PCK-C-D,770,8.203,1.465,2.332,6.416,0.1,20647
2026-04-29,17,PCK-C-D,770,8.358,1.122,2.519,6.416,0.1,20050
2026-04-29,20,PCK-C-N,495,5.82,1.009,2.171,4.124,0.15,12903
2026-04-29,21,PCK-C-N,550,6.283,1.235,1.482,4.583,0.15,14571
2026-04-29,22,PCK-C-N,550,6.045,0.861,2.094,4.583,0.15,14239
2026-04-29,23,PCK-C-N,550,5.922,1.017,2.061,4.583,0.15,14817
2026-04-29,0,PCK-C-N,275,2.978,0.484,1.038,2.291,0.15,7127
2026-04-29,1,PCK-C-N,550,5.957,1.128,1.915,4.583,0.15,14528
2026-04-29,2,PCK-C-N,550,6.987,1.112,0.901,4.583,0.15,14306
2026-04-29,3,PCK-C-N,550,6.741,1.229,1.03,4.583,0.15,14236
2026-04-29,4,PCK-C-N,550,7.13,0.984,0.886,4.583,0.15,14573
2026-04-29,5,PCK-C-N,550,5.975,0.959,2.067,4.583,0.15,14599
2026-04-29,8,PAK-D-1,1782,13.611,2.394,2.995,11.879,0.1,0
2026-04-29,9,PAK-D-1,1980,13.205,2.146,3.648,13.198,0.1,0
2026-04-29,10,PAK-D-1,1980,13.984,1.905,3.111,13.198,0.1,0
2026-04-29,11,PAK-D-1,1980,13.664,2.605,2.73,13.198,0.1,0
2026-04-29,12,PAK-D-1,990,7.075,0.888,1.537,6.599,0.1,0
2026-04-29,13,PAK-D-1,1980,13.446,2.399,3.155,13.198,0.1,0
2026-04-29,14,PAK-D-1,1980,14.064,2.542,2.394,13.198,0.1,0
2026-04-29,15,PAK-D-1,1980,13.282,2.535,3.183,13.198,0.1,0
2026-04-29,16,PAK-D-1,1980,13.255,2.467,3.278,13.198,0.1,0
2026-04-29,17,PAK-D-1,1980,13.768,2.486,2.746,13.198,0.1,0
2026-04-29,8,PAK-D-2,1188,9.251,1.409,3.341,7.919,0.25,0
2026-04-29,9,PAK-D-2,1320,9.257,1.319,3.424,8.799,0.25,0
2026-04-29,10,PAK-D-2,1320,9.153,1.325,3.522,8.799,0.25,0
2026-04-29,11,PAK-D-2,1320,9.407,1.284,3.308,8.799,0.25,0
2026-04-29,12,PAK-D-2,660,4.804,0.801,1.395,4.399,0.25,0
2026-04-29,13,PAK-D-2,1320,9.831,1.89,2.279,8.799,0.25,0
2026-04-29,14,PAK-D-2,1320,9.648,1.459,2.893,8.799,0.25,0
2026-04-29,15,PAK-D-2,1320,9.182,1.926,2.892,8.799,0.25,0
2026-04-29,16,PAK-D-2,1320,9.246,1.456,3.298,8.799,0.25,0
2026-04-29,17,PAK-D-2,1320,9.251,1.906,2.843,8.799,0.25,0
2026-04-29,20,PAK-N-1,1980,15.981,2.449,5.57,13.198,0.18,0
2026-04-29,21,PAK-N-1,2200,15.412,3.101,5.487,14.665,0.18,0
2026-04-29,22,PAK-N-1,2200,15.912,2.742,5.346,14.665,0.18,0
2026-04-29,23,PAK-N-1,2200,16.069,2.712,5.219,14.665,0.18,0
2026-04-29,0,PAK-N-1,1100,8.241,1.379,2.38,7.332,0.18,0
2026-04-29,1,PAK-N-1,2200,15.464,3.155,5.381,14.665,0.18,0
2026-04-29,2,PAK-N-1,2200,18.299,2.395,3.306,14.665,0.18,0
2026-04-29,3,PAK-N-1,2200,17.961,3.058,2.981,14.665,0.18,0
2026-04-29,4,PAK-N-1,2200,17.671,3.348,2.982,14.665,0.18,0
2026-04-29,5,PAK-N-1,2200,15.591,2.575,5.834,14.665,0.18,0
2026-04-29,8,SHP-D,2871,7.512,1.348,2.14,6.835,0.1,0
2026-04-29,9,SHP-D,3190,7.78,1.173,2.047,7.594,0.1,0
2026-04-29,10,SHP-D,3190,7.653,1.413,1.934,7.594,0.1,0
2026-04-29,11,SHP-D,3190,7.834,1.025,2.141,7.594,0.1,0
2026-04-29,12,SHP-D,1595,4.058,0.586,0.856,3.797,0.1,0
2026-04-29,13,SHP-D,3190,7.8,1.358,1.842,7.594,0.1,0
2026-04-29,14,SHP-D,3190,8.101,1.36,1.539,7.594,0.1,0
2026-04-29,15,SHP-D,3190,7.96,1.107,1.932,7.594,0.1,0
2026-04-29,16,SHP-D,3190,7.535,1.277,2.188,7.594,0.1,0
2026-04-29,17,SHP-D,3190,8.017,1.346,1.637,7.594,0.1,0
2026-04-29,20,SHP-N,2079,5.449,1.031,2.52,4.949,0.1,0
2026-04-29,21,SHP-N,2310,5.987,1.161,1.852,5.499,0.1,0
2026-04-29,22,SHP-N,2310,5.817,1.249,1.934,5.499,0.1,0
2026-04-29,23,SHP-N,2310,5.742,1.097,2.161,5.499,0.1,0
2026-04-29,0,SHP-N,1155,2.891,0.483,1.125,2.75,0.1,0
2026-04-29,1,SHP-N,2310,5.673,0.86,2.467,5.499,0.1,0
2026-04-29,2,SHP-N,2310,6.829,1.174,0.997,5.499,0.1,0
2026-04-29,3,SHP-N,2310,6.698,1.063,1.239,5.499,0.1,0
2026-04-29,4,SHP-N,2310,6.585,1.145,1.269,5.499,0.1,0
2026-04-29,5,SHP-N,2310,6.072,1.167,1.761,5.499,0.1,0
2026-04-29,8,RCV-D,2907,16.704,3.258,7.038,15.3,0.12,0
2026-04-29,9,RCV-D,3230,17.148,3.009,6.843,17.0,0.12,0
2026-04-29,10,RCV-D,3230,17.155,3.75,6.095,17.0,0.12,0
2026-04-29,11,RCV-D,3230,18.18,3.042,5.778,17.0,0.12,0
2026-04-29,12,RCV-D,1615,8.737,1.342,3.421,8.5,0.12,0
2026-04-29,13,RCV-D,3230,16.975,2.972,7.053,17.0,0.12,0
2026-04-29,14,RCV-D,3230,17.849,2.623,6.528,17.0,0.12,0
2026-04-29,15,RCV-D,3230,18.274,3.239,5.487,17.0,0.12,0
2026-04-29,16,RCV-D,3230,17.035,3.35,6.615,17.0,0.12,0
2026-04-29,17,RCV-D,3230,17.124,3.163,6.713,17.0,0.12,0
2026-04-29,20,RCV-N,1246,7.578,1.577,3.846,6.557,0.2,0
2026-04-29,21,RCV-N,1384,8.09,1.567,3.343,7.286,0.2,0
2026-04-29,22,RCV-N,1384,8.22,1.333,3.446,7.286,0.2,0
2026-04-29,23,RCV-N,1384,8.034,1.656,3.31,7.286,0.2,0
2026-04-29,0,RCV-N,692,3.876,0.846,1.778,3.643,0.2,0
2026-04-29,1,RCV-N,1384,7.697,1.564,3.739,7.286,0.2,0
2026-04-29,2,RCV-N,1384,9.012,1.452,2.536,7.286,0.2,0
2026-04-29,3,RCV-N,1384,9.301,1.734,1.965,7.286,0.2,0
2026-04-29,4,RCV-N,1384,9.137,1.497,2.366,7.286,0.2,0
2026-04-29,5,RCV-N,1384,8.132,1.262,3.606,7.286,0.2,0
2026-04-29,8,PUT-AB-D,2575,21.447,4.449,7.105,19.806,0.1,23796
2026-04-29,9,PUT-AB-D,2861,21.826,3.609,7.565,22.007,0.1,27326
2026-04-29,10,PUT-AB-D,2861,21.847,3.913,7.241,22.007,0.1,26679
2026-04-29,11,PUT-AB-D,2861,20.808,4.3,7.892,22.007,0.1,26735
2026-04-29,12,PUT-AB-D,1430,10.842,2.114,3.543,11.003,0.1,13245
2026-04-29,13,PUT-AB-D,2861,22.083,3.075,7.842,22.007,0.1,27489
2026-04-29,14,PUT-AB-D,2861,20.94,4.083,7.978,22.007,0.1,27652
2026-04-29,15,PUT-AB-D,2861,21.27,4.415,7.315,22.007,0.1,27567
2026-04-29,16,PUT-AB-D,2861,22.202,3.063,7.736,22.007,0.1,26558
2026-04-29,17,PUT-AB-D,2861,21.057,4.328,7.615,22.007,0.1,27799
2026-04-29,20,PUT-C-N,1578,17.02,3.189,8.791,12.139,0.2,40519
2026-04-29,21,PUT-C-N,1753,17.461,2.939,8.6,13.488,0.2,46742
2026-04-29,22,PUT-C-N,1753,18.466,2.88,7.654,13.488,0.2,45095
2026-04-29,23,PUT-C-N,1753,18.672,3.676,6.652,13.488,0.2,45559
2026-04-29,0,PUT-C-N,877,9.193,1.345,3.962,6.744,0.2,22995
2026-04-29,1,PUT-C-N,1753,17.821,3.486,7.693,13.488,0.2,45616
2026-04-29,2,PUT-C-N,1753,21.047,4.03,3.924,13.488,0.2,46405
2026-04-29,3,PUT-C-N,1753,20.029,2.924,6.047,13.488,0.2,44485
2026-04-29,4,PUT-C-N,1753,19.717,3.95,5.333,13.488,0.2,46339
2026-04-29,5,PUT-C-N,1753,18.194,2.73,8.076,13.488,0.2,44536
2026-04-29,8,CNT-B-D,329,1.001,0.186,0.813,0.913,0.05,4652
2026-04-29,9,CNT-B-D,365,1.027,0.192,0.781,1.015,0.05,5252
2026-04-29,10,CNT-B-D,365,1.053,0.259,0.688,1.015,0.05,5134
2026-04-29,11,CNT-B-D,365,1.037,0.22,0.743,1.015,0.05,5208
2026-04-29,12,CNT-B-D,183,0.517,0.129,0.354,0.507,0.05,2619
2026-04-29,13,CNT-B-D,365,1.041,0.195,0.764,1.015,0.05,5173
2026-04-29,14,CNT-B-D,365,1.008,0.197,0.795,1.015,0.05,5106
2026-04-29,15,CNT-B-D,365,1.0,0.195,0.805,1.015,0.05,5036
2026-04-29,16,CNT-B-D,365,1.018,0.198,0.784,1.015,0.05,5122
2026-04-29,17,CNT-B-D,365,1.061,0.27,0.668,1.015,0.05,5096
2026-04-30,8,PCK-A-D,1267,10.652,2.048,4.3,10.555,0.1,11957
2026-04-30,9,PCK-A-D,1407,11.12,1.717,4.163,11.728,0.1,13294
2026-04-30,10,PCK-A-D,1407,11.0,1.778,4.222,11.728,0.1,13673
2026-04-30,11,PCK-A-D,1407,11.347,2.136,3.517,11.728,0.1,13778
2026-04-30,12,PCK-A-D,704,5.509,0.78,2.211,5.864,0.1,6612
2026-04-30,13,PCK-A-D,1407,11.43,1.768,3.803,11.728,0.1,13506
2026-04-30,14,PCK-A-D,1407,11.061,2.318,3.621,11.728,0.1,13625
2026-04-30,15,PCK-A-D,1407,11.43,1.856,3.714,11.728,0.1,13226
2026-04-30,16,PCK-A-D,1407,11.794,1.842,3.364,11.728,0.1,13548
2026-04-30,17,PCK-A-D,1407,11.601,1.633,3.766,11.728,0.1,13740
2026-04-30,20,PCK-A-N,974,8.748,1.846,3.406,8.119,0.15,9064
2026-04-30,21,PCK-A-N,1083,9.341,1.507,3.152,9.021,0.15,10329
2026-04-30,22,PCK-A-N,1083,9.416,1.417,3.167,9.021,0.15,10071
2026-04-30,23,PCK-A-N,1083,9.252,1.426,3.322,9.021,0.15,10446
2026-04-30,0,PCK-A-N,541,4.583,0.942,1.475,4.511,0.15,5301
2026-04-30,1,PCK-A-N,1083,9.503,1.535,2.962,9.021,0.15,10431
2026-04-30,2,PCK-A-N,1083,10.49,1.517,1.993,9.021,0.15,10026
2026-04-30,3,PCK-A-N,1083,10.477,1.479,2.044,9.021,0.15,10550
2026-04-30,4,PCK-A-N,1083,10.64,1.531,1.829,9.021,0.15,10312
2026-04-30,5,PCK-A-N,1083,8.886,1.618,3.496,9.021,0.15,10318
2026-04-30,8,PCK-B-D,828,7.612,1.316,3.072,6.901,0.12,11683
2026-04-30,9,PCK-B-D,920,7.91,1.562,2.529,7.668,0.12,12836
2026-04-30,10,PCK-B-D,920,7.681,1.326,2.993,7.668,0.12,13151
2026-04-30,11,PCK-B-D,920,8.219,1.48,2.302,7.668,0.12,13224
2026-04-30,12,PCK-B-D,460,4.089,0.559,1.352,3.834,0.12,6394
2026-04-30,13,PCK-B-D,920,8.06,1.171,2.769,7.668,0.12,12900
2026-04-30,14,PCK-B-D,920,8.02,1.286,2.694,7.668,0.12,12602
2026-04-30,15,PCK-B-D,920,8.08,1.18,2.74,7.668,0.12,12999
2026-04-30,16,PCK-B-D,920,8.064,1.22,2.716,7.668,0.12,12963
2026-04-30,17,PCK-B-D,920,7.931,1.281,2.787,7.668,0.12,12734
2026-04-30,20,PCK-B-N,633,6.244,1.388,2.368,5.277,0.2,8696
2026-04-30,21,PCK-B-N,704,6.692,1.145,2.163,5.864,0.2,10172
2026-04-30,22,PCK-B-N,704,6.356,0.971,2.673,5.864,0.2,9667
2026-04-30,23,PCK-B-N,704,6.29,1.305,2.406,5.864,0.2,9659
2026-04-30,0,PCK-B-N,352,3.345,0.68,0.975,2.932,0.2,4991
2026-04-30,1,PCK-B-N,704,6.197,1.202,2.602,5.864,0.2,9613
2026-04-30,2,PCK-B-N,704,7.476,1.31,1.214,5.864,0.2,10188
2026-04-30,3,PCK-B-N,704,7.166,0.965,1.869,5.864,0.2,10014
2026-04-30,4,PCK-B-N,704,7.356,1.111,1.532,5.864,0.2,9937
2026-04-30,5,PCK-B-N,704,6.477,0.954,2.568,5.864,0.2,10160
2026-04-30,8,PCK-C-D,682,7.463,1.506,3.031,5.683,0.1,18106
2026-04-30,9,PCK-C-D,758,7.981,1.574,2.445,6.315,0.1,19625
2026-04-30,10,PCK-C-D,758,8.181,1.081,2.738,6.315,0.1,19536
2026-04-30,11,PCK-C-D,758,7.896,1.658,2.446,6.315,0.1,20102
2026-04-30,12,PCK-C-D,379,3.839,0.754,1.407,3.157,0.1,10187
2026-04-30,13,PCK-C-D,758,8.168,1.479,2.353,6.315,0.1,19392
2026-04-30,14,PCK-C-D,758,8.129,1.231,2.64,6.315,0.1,19945
2026-04-30,15,PCK-C-D,758,8.104,1.488,2.408,6.315,0.1,20118
2026-04-30,16,PCK-C-D,758,8.097,1.246,2.657,6.315,0.1,20071
2026-04-30,17,PCK-C-D,758,8.113,1.555,2.332,6.315,0.1,20193
2026-04-30,20,PCK-C-N,487,5.865,1.099,2.036,4.06,0.15,12698
2026-04-30,21,PCK-C-N,541,5.911,1.17,1.919,4.511,0.15,14544
2026-04-30,22,PCK-C-N,541,6.044,1.071,1.885,4.511,0.15,14088
2026-04-30,23,PCK-C-N,541,6.036,0.843,2.121,4.511,0.15,14551
2026-04-30,0,PCK-C-N,271,2.94,0.463,1.098,2.255,0.15,7166
2026-04-30,1,PCK-C-N,541,6.173,1.217,1.61,4.511,0.15,14425
2026-04-30,2,PCK-C-N,541,6.917,0.89,1.193,4.511,0.15,14036
2026-04-30,3,PCK-C-N,541,6.876,0.959,1.165,4.511,0.15,13867
2026-04-30,4,PCK-C-N,541,6.779,0.964,1.257,4.511,0.15,13912
2026-04-30,5,PCK-C-N,541,6.01,1.109,1.882,4.511,0.15,14404
2026-04-30,8,PAK-D-1,1754,12.637,2.262,4.101,11.691,0.1,0
2026-04-30,9,PAK-D-1,1949,13.696,1.893,3.411,12.99,0.1,0
2026-04-30,10,PAK-D-1,1949,13.724,2.404,2.872,12.99,0.1,0
2026-04-30,11,PAK-D-1,1949,13.333,2.429,3.238,12.99,0.1,0
2026-04-30,12,PAK-D-1,974,6.838,0.999,1.663,6.495,0.1,0
2026-04-30,13,PAK-D-1,1949,13.262,2.198,3.541,12.99,0.1,0
2026-04-30,14,PAK-D-1,1949,13.356,2.657,2.987,12.99,0.1,0
2026-04-30,15,PAK-D-1,1949,12.961,2.039,4.0,12.99,0.1,0
2026-04-30,16,PAK-D-1,1949,13.047,1.806,4.146,12.99,0.1,0
2026-04-30,17,PAK-D-1,1949,13.171,2.656,3.173,12.99,0.1,0
2026-04-30,8,PAK-D-2,1169,9.402,1.539,3.059,7.794,0.25,0
2026-04-30,9,PAK-D-2,1299,9.47,1.821,2.709,8.66,0.25,0
2026-04-30,10,PAK-D-2,1299,9.627,1.587,2.785,8.66,0.25,0
2026-04-30,11,PAK-D-2,1299,9.212,1.872,2.915,8.66,0.25,0
2026-04-30,12,PAK-D-2,650,4.814,0.821,1.365,4.33,0.25,0
2026-04-30,13,PAK-D-2,1299,9.235,1.461,3.304,8.66,0.25,0
2026-04-30,14,PAK-D-2,1299,9.254,1.686,3.06,8.66,0.25,0
2026-04-30,15,PAK-D-2,1299,9.677,1.54,2.783,8.66,0.25,0
2026-04-30,16,PAK-D-2,1299,9.727,1.527,2.746,8.66,0.25,0
2026-04-30,17,PAK-D-2,1299,9.456,1.53,3.014,8.66,0.25,0
2026-04-30,20,PAK-N-1,1949,15.447,2.691,5.863,12.99,0.18,0
2026-04-30,21,PAK-N-1,2165,15.482,3.246,5.272,14.434,0.18,0
2026-04-30,22,PAK-N-1,2165,16.034,2.616,5.35,14.434,0.18,0
2026-04-30,23,PAK-N-1,2165,15.254,2.502,6.244,14.434,0.18,0
2026-04-30,0,PAK-N-1,1083,7.812,1.377,2.811,7.217,0.18,0
2026-04-30,1,PAK-N-1,2165,16.296,2.301,5.403,14.434,0.18,0
2026-04-30,2,PAK-N-1,2165,18.351,3.263,2.386,14.434,0.18,0
2026-04-30,3,PAK-N-1,2165,17.358,3.118,3.524,14.434,0.18,0
2026-04-30,4,PAK-N-1,2165,17.965,2.953,3.082,14.434,0.18,0
