Receipt ID,Date,Supplier ID,Supplier,Arrival Hour,Units,Arrived On Time,Damage Free,Documents Correct,Dock To Stock Hours
R008118,2026-05-25,SUP01,Alder Foods,15,1113,1,1,1,3.0
R008119,2026-05-25,SUP04,Delta Apparel,21,693,1,1,1,8.76
R008120,2026-05-25,SUP04,Delta Apparel,12,970,1,1,1,3.01
R008121,2026-05-25,SUP03,Cobalt Electronics,12,553,1,1,1,3.33
R008122,2026-05-25,SUP06,Fjord Outdoor,19,727,1,1,1,6.89
R008123,2026-05-25,SUP09,Iris Kids,13,821,1,1,1,2.1
R008124,2026-05-25,SUP08,Harbor Home,13,381,1,1,1,4.07
R008125,2026-05-25,SUP04,Delta Apparel,7,279,1,1,1,3.34
R008126,2026-05-25,SUP04,Delta Apparel,16,255,1,1,1,7.29
R008127,2026-05-25,SUP08,Harbor Home,19,1380,1,1,1,7.63
R008128,2026-05-25,SUP06,Fjord Outdoor,8,1379,1,1,1,3.35
R008129,2026-05-25,SUP06,Fjord Outdoor,12,1179,1,1,1,2.18
R008130,2026-05-25,SUP05,Evergreen Pet,19,628,0,1,1,4.65
R008131,2026-05-25,SUP04,Delta Apparel,14,427,1,1,1,3.58
R008132,2026-05-25,SUP03,Cobalt Electronics,8,1190,0,1,1,2.87
R008133,2026-05-25,SUP02,Brightline Beauty,14,632,1,1,1,2.99
R008134,2026-05-25,SUP01,Alder Foods,12,522,1,1,1,2.41
R008135,2026-05-25,SUP10,Juniper Kitchen,14,1066,1,1,1,2.08
R008136,2026-05-25,SUP04,Delta Apparel,9,1128,1,1,1,2.37
R008137,2026-05-25,SUP04,Delta Apparel,9,281,1,1,1,3.46
R008138,2026-05-25,SUP02,Brightline Beauty,17,1099,1,1,1,4.5
R008139,2026-05-25,SUP03,Cobalt Electronics,14,628,1,1,1,2.77
R008140,2026-05-25,SUP01,Alder Foods,10,866,1,1,1,3.42
R008141,2026-05-25,SUP07,Granite Tools,14,891,1,1,1,3.42
R008142,2026-05-25,SUP06,Fjord Outdoor,20,340,0,1,1,8.22
R008143,2026-05-25,SUP06,Fjord Outdoor,10,1158,1,1,1,3.11
R008144,2026-05-25,SUP05,Evergreen Pet,9,673,1,1,1,2.06
R008145,2026-05-25,SUP01,Alder Foods,10,977,1,1,1,2.37
R008146,2026-05-25,SUP01,Alder Foods,21,366,1,1,1,4.39
R008147,2026-05-25,SUP08,Harbor Home,20,1299,1,1,1,8.5
R008148,2026-05-25,SUP01,Alder Foods,14,642,1,1,1,2.79
R008149,2026-05-25,SUP04,Delta Apparel,18,1293,1,1,1,4.81
R008150,2026-05-25,SUP07,Granite Tools,6,637,1,1,1,3.94
R008151,2026-05-25,SUP10,Juniper Kitchen,13,556,1,1,1,3.94
R008152,2026-05-25,SUP01,Alder Foods,9,268,1,1,1,3.39
R008153,2026-05-25,SUP08,Harbor Home,16,762,1,1,1,7.34
R008154,2026-05-25,SUP10,Juniper Kitchen,12,1344,1,1,1,3.71
R008155,2026-05-25,SUP01,Alder Foods,13,905,0,1,1,3.75
R008156,2026-05-25,SUP08,Harbor Home,13,992,1,1,1,3.62
R008157,2026-05-25,SUP03,Cobalt Electronics,19,602,0,1,1,4.79
R008158,2026-05-25,SUP09,Iris Kids,13,497,1,1,1,2.17
R008159,2026-05-25,SUP10,Juniper Kitchen,13,674,1,1,1,2.1
R008160,2026-05-25,SUP09,Iris Kids,9,1335,1,1,1,3.36
R008161,2026-05-25,SUP01,Alder Foods,7,1383,1,1,1,2.71
R008162,2026-05-25,SUP04,Delta Apparel,16,315,1,1,1,7.86
R008163,2026-05-25,SUP03,Cobalt Electronics,15,1146,1,1,1,2.91
R008164,2026-05-25,SUP09,Iris Kids,9,1290,0,1,1,4.16
R008165,2026-05-25,SUP03,Cobalt Electronics,11,659,1,1,1,3.9
R008166,2026-05-25,SUP05,Evergreen Pet,10,1117,0,1,1,2.04
R008167,2026-05-25,SUP01,Alder Foods,9,673,1,1,1,4.18
R008168,2026-05-25,SUP01,Alder Foods,18,1209,1,1,1,6.78
R008169,2026-05-25,SUP09,Iris Kids,10,954,1,1,1,2.42
R008170,2026-05-25,SUP10,Juniper Kitchen,14,371,1,1,1,3.92
R008171,2026-05-25,SUP04,Delta Apparel,12,363,0,1,1,3.91
R008172,2026-05-25,SUP09,Iris Kids,10,829,1,1,1,3.93
R008173,2026-05-25,SUP08,Harbor Home,20,1236,0,1,1,5.59
R008174,2026-05-25,SUP10,Juniper Kitchen,13,742,1,1,1,3.7
R008175,2026-05-25,SUP02,Brightline Beauty,15,1205,0,1,1,3.41
R008176,2026-05-25,SUP07,Granite Tools,12,456,1,1,1,2.55
R008177,2026-05-25,SUP03,Cobalt Electronics,16,1253,1,1,1,5.24
R008178,2026-05-25,SUP04,Delta Apparel,11,330,1,1,1,2.44
R008179,2026-05-26,SUP06,Fjord Outdoor,12,558,1,1,1,2.53
R008180,2026-05-26,SUP04,Delta Apparel,12,273,1,1,1,2.83
R008181,2026-05-26,SUP05,Evergreen Pet,9,402,1,1,1,2.42
R008182,2026-05-26,SUP01,Alder Foods,8,1196,1,1,1,2.54
R008183,2026-05-26,SUP04,Delta Apparel,20,986,1,1,1,7.79
R008184,2026-05-26,SUP03,Cobalt Electronics,11,381,1,1,1,3.88
R008185,2026-05-26,SUP02,Brightline Beauty,9,581,1,1,1,2.27
R008186,2026-05-26,SUP07,Granite Tools,6,1303,1,1,1,2.48
R008187,2026-05-26,SUP02,Brightline Beauty,13,440,1,1,1,3.97
R008188,2026-05-26,SUP08,Harbor Home,14,391,1,1,1,3.95
R008189,2026-05-26,SUP07,Granite Tools,13,331,1,1,1,3.32
R008190,2026-05-26,SUP06,Fjord Outdoor,8,936,0,1,1,3.97
R008191,2026-05-26,SUP07,Granite Tools,13,401,1,1,1,2.45
R008192,2026-05-26,SUP01,Alder Foods,10,588,1,1,1,2.85
R008193,2026-05-26,SUP02,Brightline Beauty,8,1038,1,1,1,3.35
R008194,2026-05-26,SUP03,Cobalt Electronics,12,557,1,1,1,2.09
R008195,2026-05-26,SUP02,Brightline Beauty,14,274,1,1,1,2.05
R008196,2026-05-26,SUP06,Fjord Outdoor,14,1154,1,1,1,3.41
R008197,2026-05-26,SUP02,Brightline Beauty,20,1219,1,1,1,5.31
R008198,2026-05-26,SUP02,Brightline Beauty,16,1068,1,1,1,6.61
R008199,2026-05-26,SUP07,Granite Tools,10,932,1,1,1,4.07
R008200,2026-05-26,SUP10,Juniper Kitchen,8,886,1,1,1,4.08
R008201,2026-05-26,SUP01,Alder Foods,13,959,1,1,1,2.08
R008202,2026-05-26,SUP04,Delta Apparel,15,713,1,1,1,3.82
R008203,2026-05-26,SUP08,Harbor Home,15,314,1,1,1,2.35
R008204,2026-05-26,SUP04,Delta Apparel,10,1282,1,1,1,2.81
R008205,2026-05-26,SUP02,Brightline Beauty,9,741,1,1,1,2.62
R008206,2026-05-26,SUP06,Fjord Outdoor,6,788,1,1,1,2.28
R008207,2026-05-26,SUP10,Juniper Kitchen,12,854,1,1,1,2.13
R008208,2026-05-26,SUP03,Cobalt Electronics,19,1213,1,1,1,7.62
R008209,2026-05-26,SUP06,Fjord Outdoor,11,697,1,1,1,4.18
R008210,2026-05-26,SUP01,Alder Foods,19,1042,1,1,1,6.02
R008211,2026-05-26,SUP01,Alder Foods,13,950,1,1,1,3.19
R008212,2026-05-26,SUP08,Harbor Home,17,949,1,0,1,5.34
R008213,2026-05-26,SUP10,Juniper Kitchen,13,1317,1,1,1,2.38
R008214,2026-05-26,SUP04,Delta Apparel,10,381,0,1,1,3.01
R008215,2026-05-26,SUP05,Evergreen Pet,13,1361,1,1,1,4.19
R008216,2026-05-26,SUP03,Cobalt Electronics,10,561,1,1,1,3.11
R008217,2026-05-26,SUP02,Brightline Beauty,20,303,1,1,1,7.66
R008218,2026-05-26,SUP10,Juniper Kitchen,15,763,1,0,1,2.02
R008219,2026-05-26,SUP01,Alder Foods,16,975,1,1,1,4.88
R008220,2026-05-26,SUP02,Brightline Beauty,6,605,1,1,1,2.25
R008221,2026-05-26,SUP08,Harbor Home,12,1261,1,1,1,3.96
R008222,2026-05-26,SUP03,Cobalt Electronics,7,1138,1,1,1,2.98
R008223,2026-05-26,SUP03,Cobalt Electronics,9,563,1,1,1,3.41
R008224,2026-05-26,SUP07,Granite Tools,17,486,1,1,1,6.64
R008225,2026-05-26,SUP01,Alder Foods,9,906,1,1,1,4.18
R008226,2026-05-26,SUP08,Harbor Home,14,841,1,1,1,3.52
R008227,2026-05-26,SUP05,Evergreen Pet,11,371,1,1,1,2.83
R008228,2026-05-26,SUP02,Brightline Beauty,10,1059,1,1,1,2.46
R008229,2026-05-26,SUP02,Brightline Beauty,8,268,1,1,1,2.35
R008230,2026-05-26,SUP08,Harbor Home,16,1083,1,1,1,5.31
R008231,2026-05-26,SUP01,Alder Foods,12,1218,1,1,1,2.87
R008232,2026-05-26,SUP05,Evergreen Pet,14,518,1,1,1,3.97
R008233,2026-05-26,SUP02,Brightline Beauty,11,940,1,1,1,2.16
R008234,2026-05-26,SUP06,Fjord Outdoor,6,802,1,1,1,3.02
R008235,2026-05-26,SUP06,Fjord Outdoor,7,1337,1,1,1,2.38
R008236,2026-05-26,SUP08,Harbor Home,11,412,1,0,1,3.28
R008237,2026-05-27,SUP10,Juniper Kitchen,17,1372,1,1,1,4.6
R008238,2026-05-27,SUP09,Iris Kids,13,391,1,1,1,2.52
R008239,2026-05-27,SUP01,Alder Foods,18,1089,1,1,1,4.34
R008240,2026-05-27,SUP04,Delta Apparel,12,347,1,1,1,3.44
R008241,2026-05-27,SUP10,Juniper Kitchen,12,1121,1,1,1,3.97
R008242,2026-05-27,SUP03,Cobalt Electronics,13,1096,1,1,1,2.25
R008243,2026-05-27,SUP07,Granite Tools,7,641,0,1,1,2.64
R008244,2026-05-27,SUP01,Alder Foods,9,887,1,1,1,2.92
R008245,2026-05-27,SUP09,Iris Kids,13,856,0,1,1,3.72
R008246,2026-05-27,SUP03,Cobalt Electronics,9,1077,1,1,1,2.95
R008247,2026-05-27,SUP10,Juniper Kitchen,13,357,1,1,1,3.11
R008248,2026-05-27,SUP08,Harbor Home,6,349,1,1,1,3.65
R008249,2026-05-27,SUP08,Harbor Home,11,1152,1,1,1,2.44
R008250,2026-05-27,SUP03,Cobalt Electronics,16,1088,1,1,1,6.23
R008251,2026-05-27,SUP08,Harbor Home,11,339,1,1,1,4.09
R008252,2026-05-27,SUP10,Juniper Kitchen,16,412,1,1,1,6.89
R008253,2026-05-27,SUP04,Delta Apparel,11,258,1,1,1,3.05
R008254,2026-05-27,SUP01,Alder Foods,20,574,1,1,1,6.19
R008255,2026-05-27,SUP09,Iris Kids,11,380,1,1,1,3.39
R008256,2026-05-27,SUP04,Delta Apparel,14,583,1,1,1,3.33
R008257,2026-05-27,SUP05,Evergreen Pet,16,409,1,1,1,7.84
R008258,2026-05-27,SUP04,Delta Apparel,18,1227,1,1,1,5.35
R008259,2026-05-27,SUP08,Harbor Home,12,1164,1,1,1,2.61
R008260,2026-05-27,SUP07,Granite Tools,19,1362,1,1,1,6.96
R008261,2026-05-27,SUP09,Iris Kids,13,1123,1,1,1,4.09
R008262,2026-05-27,SUP03,Cobalt Electronics,7,1271,1,1,1,2.23
R008263,2026-05-27,SUP01,Alder Foods,9,1304,0,1,1,2.11
R008264,2026-05-27,SUP09,Iris Kids,16,358,1,1,1,6.39
R008265,2026-05-27,SUP03,Cobalt Electronics,18,828,1,1,1,4.72
R008266,2026-05-27,SUP07,Granite Tools,8,451,1,1,1,2.34
R008267,2026-05-27,SUP06,Fjord Outdoor,9,649,1,1,1,3.94
R008268,2026-05-27,SUP09,Iris Kids,6,898,1,1,1,2.58
R008269,2026-05-27,SUP05,Evergreen Pet,8,372,1,1,1,3.06
R008270,2026-05-27,SUP09,Iris Kids,20,838,1,1,1,7.79
R008271,2026-05-27,SUP02,Brightline Beauty,11,678,0,1,1,3.43
R008272,2026-05-27,SUP08,Harbor Home,18,943,1,1,1,6.43
R008273,2026-05-27,SUP08,Harbor Home,11,713,1,1,1,2.89
R008274,2026-05-27,SUP10,Juniper Kitchen,8,920,1,1,1,3.39
R008275,2026-05-27,SUP09,Iris Kids,18,1222,1,1,1,8.11
R008276,2026-05-27,SUP04,Delta Apparel,8,1149,1,1,1,3.38
R008277,2026-05-27,SUP10,Juniper Kitchen,8,756,1,1,1,3.09
R008278,2026-05-27,SUP09,Iris Kids,18,407,0,1,1,4.97
R008279,2026-05-27,SUP04,Delta Apparel,19,771,1,1,1,7.7
R008280,2026-05-27,SUP05,Evergreen Pet,11,634,0,1,1,4.01
R008281,2026-05-27,SUP06,Fjord Outdoor,20,414,1,1,1,7.63
R008282,2026-05-27,SUP02,Brightline Beauty,8,340,1,1,1,2.81
R008283,2026-05-27,SUP09,Iris Kids,17,1278,1,1,1,6.56
R008284,2026-05-27,SUP08,Harbor Home,9,328,1,1,1,2.15
R008285,2026-05-27,SUP08,Harbor Home,13,309,1,1,1,3.67
R008286,2026-05-27,SUP08,Harbor Home,12,546,1,1,1,3.11
R008287,2026-05-27,SUP03,Cobalt Electronics,14,271,1,1,1,2.22
R008288,2026-05-27,SUP09,Iris Kids,15,842,1,1,1,2.24
R008289,2026-05-27,SUP04,Delta Apparel,15,1391,0,1,1,4.19
R008290,2026-05-27,SUP08,Harbor Home,13,860,1,1,0,3.73
R008291,2026-05-27,SUP01,Alder Foods,10,771,1,1,1,3.93
R008292,2026-05-28,SUP09,Iris Kids,16,264,1,1,1,6.61
R008293,2026-05-28,SUP10,Juniper Kitchen,12,733,1,1,1,4.09
R008294,2026-05-28,SUP02,Brightline Beauty,7,634,1,1,1,2.63
R008295,2026-05-28,SUP08,Harbor Home,11,870,1,1,1,2.59
R008296,2026-05-28,SUP09,Iris Kids,8,732,1,1,1,3.85
R008297,2026-05-28,SUP07,Granite Tools,11,537,1,1,1,3.15
R008298,2026-05-28,SUP08,Harbor Home,11,355,1,0,1,4.01
R008299,2026-05-28,SUP08,Harbor Home,6,1081,1,1,1,2.49
R008300,2026-05-28,SUP04,Delta Apparel,11,663,1,1,1,2.68
R008301,2026-05-28,SUP09,Iris Kids,8,1288,1,1,1,2.55
R008302,2026-05-28,SUP01,Alder Foods,19,1357,1,1,1,8.22
R008303,2026-05-28,SUP08,Harbor Home,19,987,1,1,1,5.24
R008304,2026-05-28,SUP01,Alder Foods,16,984,1,1,1,8.26
R008305,2026-05-28,SUP04,Delta Apparel,10,619,1,1,1,4.04
R008306,2026-05-28,SUP10,Juniper Kitchen,9,1338,1,1,1,2.11
R008307,2026-05-28,SUP06,Fjord Outdoor,12,745,1,1,1,2.57
R008308,2026-05-28,SUP09,Iris Kids,19,1059,1,1,1,7.04
R008309,2026-05-28,SUP02,Brightline Beauty,16,459,1,1,1,5.51
R008310,2026-05-28,SUP06,Fjord Outdoor,13,1177,1,1,1,2.28
R008311,2026-05-28,SUP08,Harbor Home,16,967,0,1,1,6.68
R008312,2026-05-28,SUP10,Juniper Kitchen,19,598,1,1,1,8.8
R008313,2026-05-28,SUP08,Harbor Home,10,1113,1,1,1,3.12
R008314,2026-05-28,SUP08,Harbor Home,17,1019,1,1,1,4.85
R008315,2026-05-28,SUP05,Evergreen Pet,7,835,1,1,1,2.84
R008316,2026-05-28,SUP09,Iris Kids,10,1131,1,1,1,2.86
R008317,2026-05-28,SUP03,Cobalt Electronics,14,406,0,1,1,3.2
R008318,2026-05-28,SUP02,Brightline Beauty,17,661,0,1,1,6.38
R008319,2026-05-28,SUP08,Harbor Home,9,1377,1,1,1,2.24
R008320,2026-05-28,SUP02,Brightline Beauty,12,742,0,1,1,3.48
R008321,2026-05-28,SUP04,Delta Apparel,8,761,1,1,1,2.28
R008322,2026-05-28,SUP06,Fjord Outdoor,8,1310,0,1,1,3.31
R008323,2026-05-28,SUP04,Delta Apparel,16,1197,1,1,1,7.99
R008324,2026-05-28,SUP10,Juniper Kitchen,8,1086,1,1,1,3.1
R008325,2026-05-28,SUP03,Cobalt Electronics,19,786,1,1,1,6.77
R008326,2026-05-28,SUP06,Fjord Outdoor,16,1398,1,1,1,8.56
R008327,2026-05-28,SUP10,Juniper Kitchen,7,1060,1,1,1,2.2
R008328,2026-05-28,SUP02,Brightline Beauty,11,1061,1,1,1,3.07
R008329,2026-05-28,SUP03,Cobalt Electronics,10,840,1,1,1,2.95
R008330,2026-05-28,SUP04,Delta Apparel,10,364,1,1,1,3.4
R008331,2026-05-28,SUP01,Alder Foods,12,1247,1,1,1,3.05
R008332,2026-05-28,SUP06,Fjord Outdoor,8,1304,1,1,1,2.54
R008333,2026-05-28,SUP05,Evergreen Pet,8,916,1,1,1,3.06
R008334,2026-05-28,SUP03,Cobalt Electronics,15,886,1,1,1,2.79
R008335,2026-05-28,SUP03,Cobalt Electronics,15,278,1,1,1,2.34
R008336,2026-05-28,SUP05,Evergreen Pet,6,532,1,1,1,2.24
R008337,2026-05-28,SUP10,Juniper Kitchen,20,1022,1,1,1,8.55
R008338,2026-05-28,SUP03,Cobalt Electronics,10,606,1,1,1,3.26
R008339,2026-05-28,SUP10,Juniper Kitchen,11,745,1,1,1,3.15
R008340,2026-05-28,SUP10,Juniper Kitchen,7,1308,1,1,1,4.15
R008341,2026-05-28,SUP01,Alder Foods,13,540,1,1,1,3.37
R008342,2026-05-28,SUP01,Alder Foods,10,706,1,1,1,3.96
R008343,2026-05-28,SUP02,Brightline Beauty,16,952,1,1,1,7.53
R008344,2026-05-28,SUP09,Iris Kids,16,1304,0,1,1,5.48
R008345,2026-05-28,SUP09,Iris Kids,9,673,0,1,1,3.24
R008346,2026-05-28,SUP01,Alder Foods,9,440,1,1,1,2.05
R008347,2026-05-28,SUP01,Alder Foods,16,1208,1,1,1,5.47
R008348,2026-05-29,SUP08,Harbor Home,7,861,1,1,1,2.03
R008349,2026-05-29,SUP05,Evergreen Pet,9,1147,1,1,1,3.63
R008350,2026-05-29,SUP08,Harbor Home,10,465,1,1,1,3.54
R008351,2026-05-29,SUP03,Cobalt Electronics,10,281,1,1,1,2.44
R008352,2026-05-29,SUP10,Juniper Kitchen,16,308,1,1,1,5.48
R008353,2026-05-29,SUP08,Harbor Home,13,727,1,0,1,2.42
R008354,2026-05-29,SUP05,Evergreen Pet,20,503,1,1,0,5.8
R008355,2026-05-29,SUP04,Delta Apparel,9,824,1,1,1,3.59
R008356,2026-05-29,SUP02,Brightline Beauty,20,640,1,1,1,5.84
R008357,2026-05-29,SUP08,Harbor Home,17,1092,1,1,1,8.16
R008358,2026-05-29,SUP06,Fjord Outdoor,13,1073,1,1,1,3.53
R008359,2026-05-29,SUP07,Granite Tools,11,1080,1,1,1,3.57
R008360,2026-05-29,SUP10,Juniper Kitchen,12,572,0,1,1,2.96
R008361,2026-05-29,SUP04,Delta Apparel,14,652,1,1,1,2.84
R008362,2026-05-29,SUP01,Alder Foods,19,473,1,1,1,8.14
R008363,2026-05-29,SUP04,Delta Apparel,6,1051,1,1,1,3.76
R008364,2026-05-29,SUP08,Harbor Home,14,1285,1,1,1,4.12
R008365,2026-05-29,SUP10,Juniper Kitchen,10,348,1,1,1,2.85
R008366,2026-05-29,SUP02,Brightline Beauty,13,788,0,1,1,3.0
R008367,2026-05-29,SUP10,Juniper Kitchen,8,575,1,1,1,3.94
R008368,2026-05-29,SUP06,Fjord Outdoor,6,602,0,1,1,2.12
R008369,2026-05-29,SUP10,Juniper Kitchen,9,679,1,1,1,4.1
R008370,2026-05-29,SUP03,Cobalt Electronics,13,329,1,1,1,3.34
R008371,2026-05-29,SUP03,Cobalt Electronics,14,749,1,1,1,3.44
R008372,2026-05-29,SUP03,Cobalt Electronics,10,1287,1,1,1,3.51
R008373,2026-05-29,SUP10,Juniper Kitchen,17,745,1,1,1,6.96
R008374,2026-05-29,SUP06,Fjord Outdoor,9,1308,1,1,1,3.65
R008375,2026-05-29,SUP06,Fjord Outdoor,11,815,1,1,1,4.11
R008376,2026-05-29,SUP05,Evergreen Pet,20,279,1,1,1,8.17
R008377,2026-05-29,SUP02,Brightline Beauty,8,1062,1,1,1,3.46
R008378,2026-05-29,SUP08,Harbor Home,14,1196,1,1,1,3.13
R008379,2026-05-29,SUP01,Alder Foods,10,680,1,1,1,2.02
R008380,2026-05-29,SUP05,Evergreen Pet,11,1135,0,1,0,2.77
R008381,2026-05-29,SUP10,Juniper Kitchen,17,332,1,1,1,5.19
R008382,2026-05-29,SUP01,Alder Foods,15,705,1,1,1,2.01
R008383,2026-05-29,SUP02,Brightline Beauty,17,619,0,1,1,5.14
R008384,2026-05-29,SUP01,Alder Foods,16,294,1,1,1,4.64
R008385,2026-05-29,SUP03,Cobalt Electronics,13,795,1,1,1,3.06
R008386,2026-05-29,SUP06,Fjord Outdoor,11,972,0,1,1,3.84
R008387,2026-05-29,SUP02,Brightline Beauty,16,741,1,1,1,4.86
R008388,2026-05-29,SUP03,Cobalt Electronics,16,340,1,1,1,8.13
R008389,2026-05-29,SUP09,Iris Kids,8,312,1,1,1,4.16
R008390,2026-05-29,SUP10,Juniper Kitchen,7,558,0,1,1,4.02
R008391,2026-05-29,SUP05,Evergreen Pet,7,1164,1,1,1,2.07
R008392,2026-05-29,SUP01,Alder Foods,8,286,1,1,1,3.26
R008393,2026-05-29,SUP10,Juniper Kitchen,9,1264,1,1,1,2.25
R008394,2026-05-29,SUP07,Granite Tools,13,971,1,1,1,2.75
R008395,2026-05-29,SUP09,Iris Kids,10,1386,1,1,1,2.04
R008396,2026-05-29,SUP06,Fjord Outdoor,14,1357,1,1,1,2.9
R008397,2026-05-29,SUP06,Fjord Outdoor,15,880,1,1,1,2.86
R008398,2026-05-29,SUP02,Brightline Beauty,19,1172,1,1,1,5.23
R008399,2026-05-29,SUP09,Iris Kids,7,1323,1,1,1,4.17
R008400,2026-05-29,SUP07,Granite Tools,8,1126,1,1,1,2.79
R008401,2026-05-29,SUP04,Delta Apparel,17,1373,1,1,1,6.98
R008402,2026-05-29,SUP04,Delta Apparel,17,563,1,0,1,5.28
R008403,2026-05-29,SUP08,Harbor Home,9,949,1,1,1,3.73
R008404,2026-05-29,SUP04,Delta Apparel,6,943,1,1,1,2.47
R008405,2026-05-30,SUP06,Fjord Outdoor,13,754,0,1,1,2.88
R008406,2026-05-30,SUP03,Cobalt Electronics,6,406,0,1,1,4.12
R008407,2026-05-30,SUP10,Juniper Kitchen,10,633,1,1,1,2.45
R008408,2026-05-30,SUP01,Alder Foods,15,313,1,1,1,3.69
R008409,2026-05-30,SUP03,Cobalt Electronics,18,676,1,1,1,5.06
R008410,2026-05-30,SUP05,Evergreen Pet,9,903,1,1,1,2.35
R008411,2026-05-30,SUP07,Granite Tools,14,478,0,1,1,3.93
R008412,2026-05-30,SUP10,Juniper Kitchen,12,864,1,1,1,2.11
R008413,2026-05-30,SUP05,Evergreen Pet,13,1041,0,1,1,3.79
R008414,2026-05-30,SUP03,Cobalt Electronics,8,786,1,1,1,2.18
R008415,2026-05-30,SUP10,Juniper Kitchen,15,1335,1,1,1,3.49
R008416,2026-05-30,SUP08,Harbor Home,6,947,0,1,1,3.62
R008417,2026-05-30,SUP08,Harbor Home,16,1062,1,1,0,8.49
R008418,2026-05-30,SUP08,Harbor Home,16,1382,0,1,1,7.11
R008419,2026-05-30,SUP03,Cobalt Electronics,18,491,1,1,1,8.78
R008420,2026-05-30,SUP04,Delta Apparel,8,893,1,1,1,4.04
R008421,2026-05-30,SUP10,Juniper Kitchen,18,751,0,1,1,6.6
R008422,2026-05-30,SUP04,Delta Apparel,11,1217,1,1,1,3.12
R008423,2026-05-30,SUP03,Cobalt Electronics,17,1359,1,1,1,7.77
R008424,2026-05-30,SUP09,Iris Kids,10,1208,1,1,1,3.2
R008425,2026-05-30,SUP06,Fjord Outdoor,17,1337,1,1,1,4.64
R008426,2026-05-30,SUP05,Evergreen Pet,6,629,0,1,1,3.75
R008427,2026-05-30,SUP04,Delta Apparel,21,1055,1,1,1,7.66
R008428,2026-05-30,SUP09,Iris Kids,8,997,1,1,1,2.75
R008429,2026-05-30,SUP08,Harbor Home,9,968,1,1,1,2.65
R008430,2026-05-30,SUP01,Alder Foods,10,1274,1,1,1,3.45
R008431,2026-05-30,SUP03,Cobalt Electronics,12,411,1,1,1,4.09
R008432,2026-05-30,SUP08,Harbor Home,16,251,1,1,1,8.39
R008433,2026-05-30,SUP08,Harbor Home,13,923,1,1,1,3.05
R008434,2026-05-30,SUP07,Granite Tools,12,788,1,1,1,2.93
R008435,2026-05-30,SUP06,Fjord Outdoor,11,1397,1,1,1,2.51
R008436,2026-05-30,SUP04,Delta Apparel,17,444,1,1,1,4.99
R008437,2026-05-30,SUP01,Alder Foods,9,1065,1,1,1,2.59
R008438,2026-05-30,SUP01,Alder Foods,10,1211,1,1,1,2.56
R008439,2026-05-30,SUP04,Delta Apparel,14,662,0,1,1,4.09
R008440,2026-05-30,SUP01,Alder Foods,19,1023,1,1,1,8.25
R008441,2026-05-30,SUP05,Evergreen Pet,10,1038,1,1,1,3.87
R008442,2026-05-30,SUP01,Alder Foods,9,863,1,1,1,3.61
R008443,2026-05-30,SUP06,Fjord Outdoor,11,521,1,1,1,2.96
R008444,2026-05-30,SUP09,Iris Kids,11,305,1,1,1,3.84
R008445,2026-05-30,SUP08,Harbor Home,14,713,1,1,1,3.85
R008446,2026-05-30,SUP02,Brightline Beauty,10,814,1,1,1,2.32
R008447,2026-05-30,SUP03,Cobalt Electronics,12,275,1,1,1,3.78
R008448,2026-05-30,SUP05,Evergreen Pet,9,1364,1,1,1,3.43
R008449,2026-05-30,SUP08,Harbor Home,8,988,1,1,1,3.12
R008450,2026-05-30,SUP06,Fjord Outdoor,8,931,1,1,1,3.73
R008451,2026-05-30,SUP03,Cobalt Electronics,8,1266,1,1,1,2.32
R008452,2026-05-30,SUP06,Fjord Outdoor,17,1345,1,1,1,7.19
R008453,2026-05-30,SUP04,Delta Apparel,9,901,1,1,1,3.65
R008454,2026-05-30,SUP10,Juniper Kitchen,15,694,1,1,1,2.73
R008455,2026-05-30,SUP02,Brightline Beauty,9,301,1,1,1,3.06
R008456,2026-05-30,SUP02,Brightline Beauty,15,975,0,1,1,3.74
R008457,2026-05-30,SUP01,Alder Foods,10,1154,1,1,1,2.35
R008458,2026-05-30,SUP01,Alder Foods,12,1208,1,1,1,4.16
R008459,2026-05-31,SUP02,Brightline Beauty,11,1308,1,1,1,3.73
R008460,2026-05-31,SUP02,Brightline Beauty,17,1186,0,1,1,7.07
R008461,2026-05-31,SUP09,Iris Kids,17,579,1,1,1,6.99
R008462,2026-05-31,SUP02,Brightline Beauty,11,624,1,1,1,3.49
R008463,2026-05-31,SUP05,Evergreen Pet,15,1057,1,1,1,4.06
R008464,2026-05-31,SUP10,Juniper Kitchen,10,766,1,1,1,2.09
R008465,2026-05-31,SUP04,Delta Apparel,16,1071,1,1,1,8.79
R008466,2026-05-31,SUP08,Harbor Home,13,396,0,1,1,3.48
R008467,2026-05-31,SUP09,Iris Kids,16,1130,1,1,1,5.17
R008468,2026-05-31,SUP02,Brightline Beauty,10,1200,1,1,1,3.46
R008469,2026-05-31,SUP02,Brightline Beauty,16,512,1,1,1,4.93
R008470,2026-05-31,SUP03,Cobalt Electronics,12,1325,1,0,0,3.0
R008471,2026-05-31,SUP07,Granite Tools,15,266,1,1,1,3.39
R008472,2026-05-31,SUP06,Fjord Outdoor,18,1193,1,1,1,7.75
R008473,2026-05-31,SUP05,Evergreen Pet,14,312,1,1,1,4.11
R008474,2026-05-31,SUP01,Alder Foods,6,295,1,1,1,3.92
R008475,2026-05-31,SUP10,Juniper Kitchen,21,844,1,1,1,5.55
R008476,2026-05-31,SUP09,Iris Kids,16,708,0,1,1,6.06
