주문번호,주문일자,매장코드,제품코드,수량,정가,할인율,매출액,원가
O20250920-015995,2025-09-20,S03,P028,4,89000,0.05,338200,178000
O20250920-015996,2025-09-20,S04,P018,1,79000,0.05,75050,32390
O20250920-015997,2025-09-20,S04,P027,2,8900,0.05,16910,9256
O20250920-015998,2025-09-20,S05,P023,1,42000,0.05,39900,27720
O20250920-015999,2025-09-20,S05,P047,1,15000,0.0,15000,5100
O20250920-016000,2025-09-20,S06,P025,1,24900,0.05,23655,14442
O20250920-016001,2025-09-20,S07,P012,1,189000,0.0,189000,79380
O20250920-016002,2025-09-20,S07,P023,1,42000,0.0,42000,27720
O20250920-016003,2025-09-20,S08,P006,1,329000,0.0,329000,217140
O20250920-016004,2025-09-20,S08,P013,1,59000,0.0,59000,23600
O20250920-016005,2025-09-20,S09,P023,1,42000,0.05,39900,27720
O20250920-016006,2025-09-20,S10,P021,2,159000,0.0,318000,222600
O20250920-016007,2025-09-20,S11,P021,3,159000,0.0,477000,333900
O20250920-016008,2025-09-20,S12,P026,1,12900,0.0,12900,6192
O20250920-016009,2025-09-20,S13,P006,1,329000,0.0,329000,217140
O20250920-016010,2025-09-20,S13,P023,1,42000,0.0,42000,27720
O20250920-016011,2025-09-20,S14,P015,1,69000,0.0,69000,27600
O20250920-016012,2025-09-20,S14,P026,1,12900,0.1,11610,6192
O20250920-016013,2025-09-20,S16,P026,2,12900,0.3,18060,12384
O20250920-016014,2025-09-20,S17,P045,1,29000,0.0,29000,8700
O20250920-016015,2025-09-20,ON1,P008,1,129000,0.2,103200,79980
O20250920-016016,2025-09-20,ON1,P014,1,45000,0.0,45000,17100
O20250920-016017,2025-09-20,ON1,P024,4,19900,0.2,63680,43780
O20250920-016018,2025-09-20,ON1,P021,4,159000,0.05,604200,445200
O20250920-016019,2025-09-20,ON1,P038,1,49000,0.0,49000,23030
O20250920-016020,2025-09-20,ON1,P042,4,22000,0.0,88000,28160
O20250920-016021,2025-09-20,ON2,P005,1,149000,0.0,149000,101320
O20250920-016022,2025-09-20,ON2,P024,1,19900,0.05,18905,10945
O20250920-016023,2025-09-20,ON2,P024,1,19900,0.0,19900,10945
O20250920-016024,2025-09-20,ON2,P048,4,98000,0.2,313600,148960
O20250921-016025,2025-09-21,S01,P021,3,159000,0.05,453150,333900
O20250921-016026,2025-09-21,S01,P024,1,19900,0.1,17910,10945
O20250921-016027,2025-09-21,S01,P033,2,18900,0.05,35910,20790
O20250921-016028,2025-09-21,S01,P041,1,38000,0.0,38000,11400
O20250921-016029,2025-09-21,S02,P021,2,159000,0.0,318000,222600
O20250921-016030,2025-09-21,S02,P033,3,18900,0.0,56700,31185
O20250921-016031,2025-09-21,S03,P022,1,29000,0.0,29000,17980
O20250921-016032,2025-09-21,S03,P041,1,38000,0.05,36100,11400
O20250921-016033,2025-09-21,S04,P001,1,2190000,0.05,2080500,1708200
O20250921-016034,2025-09-21,S04,P028,2,89000,0.3,124600,89000
O20250921-016035,2025-09-21,S04,P037,1,27000,0.05,25650,10800
O20250921-016036,2025-09-21,S05,P046,4,16900,0.0,67600,24336
O20250921-016037,2025-09-21,S06,P022,3,29000,0.0,87000,53940
O20250921-016038,2025-09-21,S06,P042,1,22000,0.1,19800,7040
O20250921-016039,2025-09-21,S07,P047,1,15000,0.0,15000,5100
O20250921-016040,2025-09-21,S08,P018,1,79000,0.0,79000,32390
O20250921-016041,2025-09-21,S08,P024,2,19900,0.2,31840,21890
O20250921-016042,2025-09-21,S09,P008,1,129000,0.1,116100,79980
O20250921-016043,2025-09-21,S09,P032,1,29900,0.1,26910,13455
O20250921-016044,2025-09-21,S10,P003,1,459000,0.0,459000,321300
O20250921-016045,2025-09-21,S11,P025,2,24900,0.3,34860,28884
O20250921-016046,2025-09-21,S12,P028,3,89000,0.0,267000,133500
O20250921-016047,2025-09-21,S13,P027,2,8900,0.0,17800,9256
O20250921-016048,2025-09-21,S14,P012,2,189000,0.0,378000,158760
O20250921-016049,2025-09-21,S16,P022,5,29000,0.0,145000,89900
O20250921-016050,2025-09-21,S16,P045,1,29000,0.0,29000,8700
O20250921-016051,2025-09-21,S17,P004,1,189000,0.0,189000,139860
O20250921-016052,2025-09-21,S17,P028,1,89000,0.0,89000,44500
O20250921-016053,2025-09-21,S17,P048,3,98000,0.0,294000,111720
O20250921-016054,2025-09-21,S18,P014,1,45000,0.0,45000,17100
O20250921-016055,2025-09-21,S18,P048,1,98000,0.2,78400,37240
O20250921-016056,2025-09-21,ON1,P003,1,459000,0.0,459000,321300
O20250921-016057,2025-09-21,ON1,P018,1,79000,0.0,79000,32390
O20250921-016058,2025-09-21,ON1,P026,2,12900,0.0,25800,12384
O20250921-016059,2025-09-21,ON1,P028,2,89000,0.0,178000,89000
O20250921-016060,2025-09-21,ON1,P047,3,15000,0.0,45000,15300
O20250921-016061,2025-09-21,ON2,P014,1,45000,0.0,45000,17100
O20250921-016062,2025-09-21,ON2,P022,3,29000,0.05,82650,53940
O20250921-016063,2025-09-21,ON2,P034,2,69000,0.0,138000,63480
O20250921-016064,2025-09-21,ON2,P048,3,98000,0.1,264600,111720
O20250922-016065,2025-09-22,S01,P002,1,689000,0.0,689000,496080
O20250922-016066,2025-09-22,S01,P021,4,159000,0.0,636000,445200
O20250922-016067,2025-09-22,S01,P036,1,32000,0.1,28800,11200
O20250922-016068,2025-09-22,S01,P048,1,98000,0.2,78400,37240
O20250922-016069,2025-09-22,S04,P046,1,16900,0.0,16900,6084
O20250922-016070,2025-09-22,S05,P028,3,89000,0.0,267000,133500
O20250922-016071,2025-09-22,S06,P022,2,29000,0.1,52200,35960
O20250922-016072,2025-09-22,S06,P031,1,79000,0.2,63200,37920
O20250922-016073,2025-09-22,S09,P023,2,42000,0.0,84000,55440
O20250922-016074,2025-09-22,S09,P031,1,79000,0.0,79000,37920
O20250922-016075,2025-09-22,S10,P022,1,29000,0.0,29000,17980
O20250922-016076,2025-09-22,S10,P046,2,16900,0.05,32110,12168
O20250922-016077,2025-09-22,S11,P026,1,12900,0.0,12900,6192
O20250922-016078,2025-09-22,S12,P021,2,159000,0.0,318000,222600
O20250922-016079,2025-09-22,S13,P042,2,22000,0.1,39600,14080
O20250922-016080,2025-09-22,S14,P016,1,119000,0.05,113050,59500
O20250922-016081,2025-09-22,S14,P028,1,89000,0.0,89000,44500
O20250922-016082,2025-09-22,S15,P028,1,89000,0.05,84550,44500
O20250922-016083,2025-09-22,S15,P033,3,18900,0.3,39690,31185
O20250922-016084,2025-09-22,S18,P023,1,42000,0.0,42000,27720
O20250922-016085,2025-09-22,ON1,P001,1,2190000,0.0,2190000,1708200
O20250922-016086,2025-09-22,ON1,P014,2,45000,0.0,90000,34200
O20250922-016087,2025-09-22,ON1,P028,2,89000,0.0,178000,89000
O20250922-016088,2025-09-22,ON1,P024,1,19900,0.0,19900,10945
O20250922-016089,2025-09-22,ON1,P045,1,29000,0.0,29000,8700
O20250922-016090,2025-09-22,ON2,P016,1,119000,0.1,107100,59500
O20250922-016091,2025-09-22,ON2,P023,4,42000,0.0,168000,110880
O20250922-016092,2025-09-22,ON2,P035,1,15900,0.0,15900,6678
O20250922-016093,2025-09-22,ON2,P047,2,15000,0.0,30000,10200
O20250923-016094,2025-09-23,S01,P011,1,129000,0.0,129000,58050
O20250923-016095,2025-09-23,S01,P025,2,24900,0.0,49800,28884
O20250923-016096,2025-09-23,S02,P012,2,189000,0.05,359100,158760
O20250923-016097,2025-09-23,S04,P026,4,12900,0.0,51600,24768
O20250923-016098,2025-09-23,S05,P013,1,59000,0.1,53100,23600
O20250923-016099,2025-09-23,S05,P027,2,8900,0.0,17800,9256
O20250923-016100,2025-09-23,S06,P023,1,42000,0.05,39900,27720
O20250923-016101,2025-09-23,S06,P037,2,27000,0.0,54000,21600
O20250923-016102,2025-09-23,S07,P026,3,12900,0.1,34830,18576
O20250923-016103,2025-09-23,S07,P042,1,22000,0.0,22000,7040
O20250923-016104,2025-09-23,S09,P015,1,69000,0.0,69000,27600
O20250923-016105,2025-09-23,S09,P046,1,16900,0.0,16900,6084
O20250923-016106,2025-09-23,S10,P014,1,45000,0.05,42750,17100
O20250923-016107,2025-09-23,S10,P023,1,42000,0.0,42000,27720
O20250923-016108,2025-09-23,S11,P033,1,18900,0.3,13230,10395
O20250923-016109,2025-09-23,S11,P041,2,38000,0.0,76000,22800
O20250923-016110,2025-09-23,S12,P023,1,42000,0.0,42000,27720
O20250923-016111,2025-09-23,S13,P003,1,459000,0.0,459000,321300
O20250923-016112,2025-09-23,S13,P021,1,159000,0.0,159000,111300
O20250923-016113,2025-09-23,S13,P046,3,16900,0.05,48165,18252
O20250923-016114,2025-09-23,S16,P028,1,89000,0.0,89000,44500
O20250923-016115,2025-09-23,S16,P046,3,16900,0.0,50700,18252
O20250923-016116,2025-09-23,ON1,P017,2,89000,0.1,160200,78320
O20250923-016117,2025-09-23,ON1,P025,1,24900,0.0,24900,14442
O20250923-016118,2025-09-23,ON1,P025,1,24900,0.2,19920,14442
O20250923-016119,2025-09-23,ON1,P032,1,29900,0.1,26910,13455
O20250923-016120,2025-09-23,ON1,P041,2,38000,0.05,72200,22800
O20250923-016121,2025-09-23,ON2,P003,1,459000,0.0,459000,321300
O20250923-016122,2025-09-23,ON2,P018,3,79000,0.0,237000,97170
O20250923-016123,2025-09-23,ON2,P024,1,19900,0.0,19900,10945
O20250923-016124,2025-09-23,ON2,P025,5,24900,0.0,124500,72210
O20250923-016125,2025-09-23,ON2,P032,1,29900,0.0,29900,13455
O20250923-016126,2025-09-23,ON2,P045,2,29000,0.05,55100,17400
O20250924-016127,2025-09-24,S01,P005,1,149000,0.1,134100,101320
O20250924-016128,2025-09-24,S01,P028,1,89000,0.0,89000,44500
O20250924-016129,2025-09-24,S01,P044,1,42000,0.0,42000,13860
O20250924-016130,2025-09-24,S02,P002,1,689000,0.05,654550,496080
O20250924-016131,2025-09-24,S02,P017,1,89000,0.05,84550,39160
O20250924-016132,2025-09-24,S02,P028,3,89000,0.0,267000,133500
O20250924-016133,2025-09-24,S03,P022,3,29000,0.2,69600,53940
O20250924-016134,2025-09-24,S03,P035,1,15900,0.0,15900,6678
O20250924-016135,2025-09-24,S04,P028,4,89000,0.0,356000,178000
O20250924-016136,2025-09-24,S05,P026,1,12900,0.0,12900,6192
O20250924-016137,2025-09-24,S05,P047,1,15000,0.0,15000,5100
O20250924-016138,2025-09-24,S06,P017,2,89000,0.0,178000,78320
O20250924-016139,2025-09-24,S06,P025,3,24900,0.0,74700,43326
O20250924-016140,2025-09-24,S09,P011,1,129000,0.1,116100,58050
O20250924-016141,2025-09-24,S12,P044,5,42000,0.1,189000,69300
O20250924-016142,2025-09-24,S13,P031,2,79000,0.0,158000,75840
O20250924-016143,2025-09-24,S14,P046,3,16900,0.1,45630,18252
O20250924-016144,2025-09-24,S18,P005,1,149000,0.0,149000,101320
O20250924-016145,2025-09-24,ON1,P011,1,129000,0.0,129000,58050
O20250924-016146,2025-09-24,ON1,P021,2,159000,0.0,318000,222600
O20250924-016147,2025-09-24,ON1,P022,1,29000,0.0,29000,17980
O20250924-016148,2025-09-24,ON1,P032,1,29900,0.0,29900,13455
O20250924-016149,2025-09-24,ON1,P046,3,16900,0.0,50700,18252
O20250924-016150,2025-09-24,ON2,P003,1,459000,0.0,459000,321300
O20250924-016151,2025-09-24,ON2,P018,1,79000,0.0,79000,32390
O20250924-016152,2025-09-24,ON2,P021,5,159000,0.0,795000,556500
O20250924-016153,2025-09-24,ON2,P033,2,18900,0.1,34020,20790
O20250924-016154,2025-09-24,ON2,P044,2,42000,0.0,84000,27720
O20250925-016155,2025-09-25,S01,P023,1,42000,0.0,42000,27720
O20250925-016156,2025-09-25,S01,P037,1,27000,0.3,18900,10800
O20250925-016157,2025-09-25,S01,P041,1,38000,0.05,36100,11400
O20250925-016158,2025-09-25,S02,P015,1,69000,0.05,65550,27600
O20250925-016159,2025-09-25,S02,P048,2,98000,0.0,196000,74480
O20250925-016160,2025-09-25,S03,P016,1,119000,0.0,119000,59500
O20250925-016161,2025-09-25,S03,P023,2,42000,0.2,67200,55440
O20250925-016162,2025-09-25,S03,P044,1,42000,0.1,37800,13860
O20250925-016163,2025-09-25,S04,P005,1,149000,0.0,149000,101320
O20250925-016164,2025-09-25,S04,P014,1,45000,0.1,40500,17100
O20250925-016165,2025-09-25,S05,P008,1,129000,0.0,129000,79980
O20250925-016166,2025-09-25,S05,P012,2,189000,0.0,378000,158760
O20250925-016167,2025-09-25,S05,P025,5,24900,0.05,118275,72210
O20250925-016168,2025-09-25,S07,P025,3,24900,0.3,52290,43326
O20250925-016169,2025-09-25,S08,P015,1,69000,0.0,69000,27600
O20250925-016170,2025-09-25,S08,P043,1,45000,0.0,45000,12600
O20250925-016171,2025-09-25,S09,P011,1,129000,0.0,129000,58050
O20250925-016172,2025-09-25,S09,P042,4,22000,0.0,88000,28160
O20250925-016173,2025-09-25,S10,P045,1,29000,0.1,26100,8700
O20250925-016174,2025-09-25,S11,P013,1,59000,0.05,56050,23600
O20250925-016175,2025-09-25,S11,P027,2,8900,0.05,16910,9256
O20250925-016176,2025-09-25,S11,P047,2,15000,0.2,24000,10200
O20250925-016177,2025-09-25,S12,P031,2,79000,0.0,158000,75840
O20250925-016178,2025-09-25,S13,P028,3,89000,0.05,253650,133500
O20250925-016179,2025-09-25,S14,P016,1,119000,0.1,107100,59500
O20250925-016180,2025-09-25,S14,P022,4,29000,0.0,116000,71920
O20250925-016181,2025-09-25,S15,P025,3,24900,0.0,74700,43326
O20250925-016182,2025-09-25,S17,P023,2,42000,0.05,79800,55440
O20250925-016183,2025-09-25,ON1,P002,1,689000,0.05,654550,496080
O20250925-016184,2025-09-25,ON1,P017,1,89000,0.1,80100,39160
O20250925-016185,2025-09-25,ON1,P027,1,8900,0.0,8900,4628
O20250925-016186,2025-09-25,ON1,P026,1,12900,0.1,11610,6192
O20250925-016187,2025-09-25,ON1,P035,1,15900,0.0,15900,6678
O20250925-016188,2025-09-25,ON1,P044,1,42000,0.0,42000,13860
O20250925-016189,2025-09-25,ON2,P014,1,45000,0.0,45000,17100
O20250925-016190,2025-09-25,ON2,P025,2,24900,0.2,39840,28884
O20250925-016191,2025-09-25,ON2,P044,3,42000,0.05,119700,41580
O20250926-016192,2025-09-26,S01,P024,2,19900,0.1,35820,21890
O20250926-016193,2025-09-26,S02,P024,1,19900,0.05,18905,10945
O20250926-016194,2025-09-26,S02,P035,1,15900,0.0,15900,6678
O20250926-016195,2025-09-26,S03,P003,1,459000,0.0,459000,321300
O20250926-016196,2025-09-26,S03,P047,3,15000,0.05,42750,15300
O20250926-016197,2025-09-26,S04,P023,1,42000,0.0,42000,27720
O20250926-016198,2025-09-26,S04,P046,3,16900,0.3,35490,18252
O20250926-016199,2025-09-26,S05,P025,2,24900,0.0,49800,28884
O20250926-016200,2025-09-26,S08,P022,3,29000,0.0,87000,53940
O20250926-016201,2025-09-26,S09,P022,5,29000,0.0,145000,89900
O20250926-016202,2025-09-26,S10,P014,1,45000,0.0,45000,17100
O20250926-016203,2025-09-26,S12,P025,1,24900,0.0,24900,14442
O20250926-016204,2025-09-26,S13,P022,4,29000,0.05,110200,71920
O20250926-016205,2025-09-26,S13,P037,1,27000,0.0,27000,10800
O20250926-016206,2025-09-26,S15,P043,1,45000,0.0,45000,12600
O20250926-016207,2025-09-26,S16,P025,1,24900,0.1,22410,14442
O20250926-016208,2025-09-26,ON1,P017,1,89000,0.0,89000,39160
O20250926-016209,2025-09-26,ON1,P024,1,19900,0.0,19900,10945
O20250926-016210,2025-09-26,ON1,P027,2,8900,0.05,16910,9256
O20250926-016211,2025-09-26,ON1,P037,1,27000,0.0,27000,10800
O20250926-016212,2025-09-26,ON1,P045,2,29000,0.0,58000,17400
O20250926-016213,2025-09-26,ON2,P005,1,149000,0.0,149000,101320
O20250926-016214,2025-09-26,ON2,P027,1,8900,0.1,8010,4628
O20250927-016215,2025-09-27,S01,P015,1,69000,0.05,65550,27600
O20250927-016216,2025-09-27,S01,P027,2,8900,0.0,17800,9256
O20250927-016217,2025-09-27,S01,P038,1,49000,0.2,39200,23030
O20250927-016218,2025-09-27,S01,P043,3,45000,0.0,135000,37800
O20250927-016219,2025-09-27,S02,P028,3,89000,0.0,267000,133500
O20250927-016220,2025-09-27,S02,P035,1,15900,0.0,15900,6678
O20250927-016221,2025-09-27,S03,P023,1,42000,0.2,33600,27720
O20250927-016222,2025-09-27,S03,P047,2,15000,0.0,30000,10200
O20250927-016223,2025-09-27,S04,P024,1,19900,0.1,17910,10945
O20250927-016224,2025-09-27,S04,P047,2,15000,0.0,30000,10200
O20250927-016225,2025-09-27,S05,P021,4,159000,0.1,572400,445200
O20250927-016226,2025-09-27,S05,P038,1,49000,0.05,46550,23030
O20250927-016227,2025-09-27,S05,P044,4,42000,0.0,168000,55440
O20250927-016228,2025-09-27,S06,P022,3,29000,0.0,87000,53940
O20250927-016229,2025-09-27,S06,P031,1,79000,0.05,75050,37920
O20250927-016230,2025-09-27,S06,P046,1,16900,0.0,16900,6084
O20250927-016231,2025-09-27,S07,P021,1,159000,0.0,159000,111300
O20250927-016232,2025-09-27,S07,P045,4,29000,0.05,110200,34800
O20250927-016233,2025-09-27,S09,P011,3,129000,0.0,387000,174150
O20250927-016234,2025-09-27,S09,P027,1,8900,0.1,8010,4628
O20250927-016235,2025-09-27,S09,P045,2,29000,0.1,52200,17400
O20250927-016236,2025-09-27,S10,P017,1,89000,0.0,89000,39160
O20250927-016237,2025-09-27,S10,P021,1,159000,0.3,111300,111300
O20250927-016238,2025-09-27,S10,P034,1,69000,0.3,48300,31740
O20250927-016239,2025-09-27,S10,P046,4,16900,0.0,67600,24336
O20250927-016240,2025-09-27,S11,P006,1,329000,0.05,312550,217140
O20250927-016241,2025-09-27,S11,P024,2,19900,0.0,39800,21890
O20250927-016242,2025-09-27,S11,P032,1,29900,0.2,23920,13455
O20250927-016243,2025-09-27,S11,P048,2,98000,0.0,196000,74480
O20250927-016244,2025-09-27,S12,P003,1,459000,0.0,459000,321300
O20250927-016245,2025-09-27,S13,P015,1,69000,0.1,62100,27600
O20250927-016246,2025-09-27,S14,P002,1,689000,0.05,654550,496080
O20250927-016247,2025-09-27,S14,P027,1,8900,0.05,8455,4628
O20250927-016248,2025-09-27,S15,P012,1,189000,0.1,170100,79380
O20250927-016249,2025-09-27,S15,P022,1,29000,0.05,27550,17980
O20250927-016250,2025-09-27,S15,P041,2,38000,0.0,76000,22800
O20250927-016251,2025-09-27,S17,P012,1,189000,0.0,189000,79380
O20250927-016252,2025-09-27,S18,P046,4,16900,0.0,67600,24336
O20250927-016253,2025-09-27,ON1,P004,1,189000,0.0,189000,139860
O20250927-016254,2025-09-27,ON1,P018,2,79000,0.0,158000,64780
O20250927-016255,2025-09-27,ON1,P022,3,29000,0.05,82650,53940
O20250927-016256,2025-09-27,ON1,P024,3,19900,0.0,59700,32835
O20250927-016257,2025-09-27,ON1,P036,2,32000,0.0,64000,22400
O20250927-016258,2025-09-27,ON1,P047,2,15000,0.0,30000,10200
O20250927-016259,2025-09-27,ON2,P017,1,89000,0.05,84550,39160
O20250927-016260,2025-09-27,ON2,P022,4,29000,0.0,116000,71920
O20250927-016261,2025-09-27,ON2,P048,4,98000,0.0,392000,148960
O20250928-016262,2025-09-28,S01,P004,2,189000,0.0,378000,279720
O20250928-016263,2025-09-28,S01,P016,3,119000,0.0,357000,178500
O20250928-016264,2025-09-28,S01,P024,2,19900,0.2,31840,21890
O20250928-016265,2025-09-28,S01,P033,1,18900,0.0,18900,10395
O20250928-016266,2025-09-28,S03,P011,1,129000,0.0,129000,58050
O20250928-016267,2025-09-28,S03,P021,2,159000,0.0,318000,222600
O20250928-016268,2025-09-28,S03,P034,1,69000,0.2,55200,31740
O20250928-016269,2025-09-28,S03,P046,1,16900,0.05,16055,6084
O20250928-016270,2025-09-28,S04,P028,2,89000,0.2,142400,89000
O20250928-016271,2025-09-28,S04,P045,3,29000,0.0,87000,26100
O20250928-016272,2025-09-28,S05,P014,1,45000,0.0,45000,17100
O20250928-016273,2025-09-28,S05,P024,2,19900,0.0,39800,21890
O20250928-016274,2025-09-28,S05,P045,2,29000,0.05,55100,17400
O20250928-016275,2025-09-28,S07,P022,4,29000,0.0,116000,71920
O20250928-016276,2025-09-28,S08,P013,1,59000,0.1,53100,23600
O20250928-016277,2025-09-28,S08,P045,1,29000,0.0,29000,8700
O20250928-016278,2025-09-28,S09,P011,1,129000,0.0,129000,58050
O20250928-016279,2025-09-28,S09,P026,5,12900,0.0,64500,30960
O20250928-016280,2025-09-28,S10,P024,1,19900,0.05,18905,10945
O20250928-016281,2025-09-28,S11,P008,1,129000,0.1,116100,79980
O20250928-016282,2025-09-28,S11,P017,1,89000,0.0,89000,39160
O20250928-016283,2025-09-28,S12,P016,1,119000,0.0,119000,59500
O20250928-016284,2025-09-28,S12,P025,4,24900,0.1,89640,57768
O20250928-016285,2025-09-28,S13,P018,1,79000,0.0,79000,32390
O20250928-016286,2025-09-28,S13,P026,2,12900,0.0,25800,12384
O20250928-016287,2025-09-28,S13,P041,1,38000,0.05,36100,11400
O20250928-016288,2025-09-28,S14,P022,3,29000,0.0,87000,53940
O20250928-016289,2025-09-28,S15,P006,1,329000,0.1,296100,217140
O20250928-016290,2025-09-28,S15,P012,2,189000,0.0,378000,158760
O20250928-016291,2025-09-28,S17,P016,2,119000,0.05,226100,119000
O20250928-016292,2025-09-28,S17,P021,1,159000,0.05,151050,111300
O20250928-016293,2025-09-28,S18,P033,1,18900,0.0,18900,10395
O20250928-016294,2025-09-28,S18,P042,1,22000,0.05,20900,7040
O20250928-016295,2025-09-28,ON1,P007,1,219000,0.05,208050,140160
O20250928-016296,2025-09-28,ON1,P017,1,89000,0.0,89000,39160
O20250928-016297,2025-09-28,ON1,P023,1,42000,0.0,42000,27720
O20250928-016298,2025-09-28,ON1,P022,5,29000,0.2,116000,89900
O20250928-016299,2025-09-28,ON1,P036,2,32000,0.2,51200,22400
O20250928-016300,2025-09-28,ON1,P044,1,42000,0.1,37800,13860
O20250928-016301,2025-09-28,ON2,P012,1,189000,0.0,189000,79380
O20250928-016302,2025-09-28,ON2,P027,3,8900,0.1,24030,13884
O20250928-016303,2025-09-28,ON2,P035,1,15900,0.0,15900,6678
O20250928-016304,2025-09-28,ON2,P043,1,45000,0.0,45000,12600
O20250929-016305,2025-09-29,S01,P027,1,8900,0.05,8455,4628
O20250929-016306,2025-09-29,S01,P035,1,15900,0.0,15900,6678
O20250929-016307,2025-09-29,S02,P022,3,29000,0.05,82650,53940
O20250929-016308,2025-09-29,S03,P014,1,45000,0.0,45000,17100
O20250929-016309,2025-09-29,S03,P048,3,98000,0.0,294000,111720
O20250929-016310,2025-09-29,S04,P022,1,29000,0.1,26100,17980
O20250929-016311,2025-09-29,S05,P021,1,159000,0.0,159000,111300
O20250929-016312,2025-09-29,S05,P035,2,15900,0.05,30210,13356
O20250929-016313,2025-09-29,S06,P037,1,27000,0.0,27000,10800
O20250929-016314,2025-09-29,S06,P047,3,15000,0.0,45000,15300
O20250929-016315,2025-09-29,S07,P047,2,15000,0.0,30000,10200
O20250929-016316,2025-09-29,S08,P015,1,69000,0.0,69000,27600
O20250929-016317,2025-09-29,S09,P015,3,69000,0.2,165600,82800
O20250929-016318,2025-09-29,S09,P037,1,27000,0.1,24300,10800
O20250929-016319,2025-09-29,S09,P044,4,42000,0.0,168000,55440
O20250929-016320,2025-09-29,S10,P044,2,42000,0.05,79800,27720
O20250929-016321,2025-09-29,S11,P028,1,89000,0.1,80100,44500
O20250929-016322,2025-09-29,S12,P015,1,69000,0.0,69000,27600
O20250929-016323,2025-09-29,S12,P021,4,159000,0.0,636000,445200
O20250929-016324,2025-09-29,S13,P016,2,119000,0.05,226100,119000
O20250929-016325,2025-09-29,S15,P028,4,89000,0.1,320400,178000
O20250929-016326,2025-09-29,S15,P031,1,79000,0.1,71100,37920
O20250929-016327,2025-09-29,S18,P012,1,189000,0.05,179550,79380
O20250929-016328,2025-09-29,ON1,P014,1,45000,0.0,45000,17100
O20250929-016329,2025-09-29,ON1,P021,1,159000,0.0,159000,111300
O20250929-016330,2025-09-29,ON1,P022,4,29000,0.2,92800,71920
O20250929-016331,2025-09-29,ON1,P031,2,79000,0.0,158000,75840
O20250929-016332,2025-09-29,ON1,P047,2,15000,0.0,30000,10200
O20250929-016333,2025-09-29,ON2,P014,3,45000,0.05,128250,51300
O20250929-016334,2025-09-29,ON2,P022,2,29000,0.1,52200,35960
O20250929-016335,2025-09-29,ON2,P027,1,8900,0.0,8900,4628
O20250929-016336,2025-09-29,ON2,P036,1,32000,0.05,30400,11200
O20250929-016337,2025-09-29,ON2,P041,2,38000,0.0,76000,22800
O20250930-016338,2025-09-30,S01,P003,1,459000,0.05,436050,321300
O20250930-016339,2025-09-30,S01,P012,1,189000,0.0,189000,79380
O20250930-016340,2025-09-30,S01,P022,2,29000,0.05,55100,35960
O20250930-016341,2025-09-30,S01,P031,1,79000,0.2,63200,37920
O20250930-016342,2025-09-30,S01,P047,2,15000,0.0,30000,10200
O20250930-016343,2025-09-30,S02,P022,2,29000,0.05,55100,35960
O20250930-016344,2025-09-30,S03,P002,1,689000,0.05,654550,496080
O20250930-016345,2025-09-30,S03,P022,2,29000,0.0,58000,35960
O20250930-016346,2025-09-30,S03,P032,1,29900,0.0,29900,13455
O20250930-016347,2025-09-30,S03,P041,2,38000,0.1,68400,22800
O20250930-016348,2025-09-30,S04,P001,1,2190000,0.3,1533000,1708200
O20250930-016349,2025-09-30,S04,P015,1,69000,0.05,65550,27600
O20250930-016350,2025-09-30,S04,P023,1,42000,0.0,42000,27720
O20250930-016351,2025-09-30,S05,P027,1,8900,0.1,8010,4628
O20250930-016352,2025-09-30,S08,P022,1,29000,0.05,27550,17980
O20250930-016353,2025-09-30,S09,P022,1,29000,0.0,29000,17980
O20250930-016354,2025-09-30,S10,P017,1,89000,0.2,71200,39160
O20250930-016355,2025-09-30,S11,P026,3,12900,0.0,38700,18576
O20250930-016356,2025-09-30,S11,P035,1,15900,0.0,15900,6678
O20250930-016357,2025-09-30,S13,P042,1,22000,0.0,22000,7040
O20250930-016358,2025-09-30,S15,P001,1,2190000,0.1,1971000,1708200
O20250930-016359,2025-09-30,S15,P013,2,59000,0.2,94400,47200
O20250930-016360,2025-09-30,S15,P045,2,29000,0.2,46400,17400
O20250930-016361,2025-09-30,S17,P023,1,42000,0.0,42000,27720
O20250930-016362,2025-09-30,ON1,P004,1,189000,0.0,189000,139860
O20250930-016363,2025-09-30,ON1,P012,1,189000,0.0,189000,79380
O20250930-016364,2025-09-30,ON1,P025,2,24900,0.1,44820,28884
O20250930-016365,2025-09-30,ON1,P035,2,15900,0.0,31800,13356
O20250930-016366,2025-09-30,ON1,P047,3,15000,0.0,45000,15300
O20250930-016367,2025-09-30,ON2,P002,1,689000,0.0,689000,496080
O20250930-016368,2025-09-30,ON2,P015,1,69000,0.0,69000,27600
O20250930-016369,2025-09-30,ON2,P026,2,12900,0.1,23220,12384
O20250930-016370,2025-09-30,ON2,P031,1,79000,0.05,75050,37920
O20250930-016371,2025-09-30,ON2,P048,5,98000,0.0,490000,186200
O20251001-016372,2025-10-01,S01,P023,3,42000,0.0,126000,83160
O20251001-016373,2025-10-01,S01,P047,3,15000,0.0,45000,15300
O20251001-016374,2025-10-01,S02,P018,3,79000,0.05,225150,97170
O20251001-016375,2025-10-01,S03,P024,1,19900,0.0,19900,10945
O20251001-016376,2025-10-01,S03,P041,1,38000,0.05,36100,11400
O20251001-016377,2025-10-01,S05,P015,1,69000,0.0,69000,27600
O20251001-016378,2025-10-01,S06,P016,1,119000,0.05,113050,59500
